,artist_name,track_name,release_date,genre,lyrics,len
15565,sister hazel,mandolin moon,2006,pop,change face moon nighttime bloom moon girl feet feet grind tastin color seein sound world count bless luck like brass head right late soon shine light waitin round mandolin moon come sweet sweet mornin come waitin waitin pull tide drown surround girl tell wanna hear disappear world count bless luck like brass head right late soon shine light waitin round mandolin moon come sweet sweet mornin come waitin waitin waitin waitin stay waitin waitin stay waitin waitin stay shine light waitin round mandolin moon come sweet sweet mornin come wait shine light waitin round mandolin moon come sweet sweet mornin come waitin shine light waitin round mandolin moon shine light,110
15566,letoya,torn,2006,pop,want leave want come home say live better say think say want goodbye ask want leave want time think love tear tear yeah cause wanna tell leave want leave leave tear cause wanna tell leave leave leave issue start cool happen plus feel burn cause understand understand say fault say want say bag say want leave want time think fall tear tear cause wanna tell leave leave leave tear tear cause wanna wanna tell leave tell leave leave leave time ready time foot door time think think better sit confuse cause fight know feel tear tear yeah cause wanna wanna tell leave leave leave know tear stay cause wanna know tell leave leave leave tear tear cause wanna wanna tell leave know leave leave tear cause wanna tell leave leave leave tear cause wanna tell leave leave leave tear cause wanna tell leave leave,144
15568,michael wong,童話,2006,pop,cedar fuck cedar cedar cedar fuck cedar cedar cedar fuck cedar landis fail math fuck school fuck teacher landis track kinda feelin blue nothin damn girl iphone battery come look like clown down imma crew bout action dont think nothins go happen yall sit round fappin makin happen landope track know snap let throw baby everyday school fuck hangin crew cruisin road foriegn whip take time bout feel kinda hungry know head can fillin let bottomsup good bitch fry fuck chicken strip like fingertips cane sauce drip backflip crowd cray landis landope finna know shit hearse nigga talkin bout can blowin brain middle niggas scream free landis see light keaton swish dish yall know make shit work ladies bitch build like thumb tack look wack come attack go,128
15570,juvenile,rodeo,2006,pop,isthis isthis tune wutp radio host tonight cool lock juvenile hour know girls tune right send clearly call rodeo talk pimpin need open ears soak game know famous karats shine like stainless look diamonds complement finger choke indeedshit chokin woah need breath breathe chasin hennessy play especially hoe shakin leeway security stop trippin niggas easy yessir bubble right hurr beautiful women insecure work thattwerk thatserve come rodeo bounce thatmove thatdo rodeo work thattwerk thatserve come rodeo bounce thatmove thatdo rodeo rodeo like nothin everybody watchin thong birthday mama kodak quit showin world throwback zone leavin right positive vibe homicide squad holdin steer wheel controllin ride comin drive feelin outfit nice hard worker like afford beautiful bitch face smile want quit judgin size statistics turn light ballerific right spot daughters visit freak explicit round cause want shit trippin home shit cause worry bout puttin shit lyin cross path club night niggas stalk fine trippin know trippin cause know wear tonight understand sayin sample,162
15574,daughtry,what about now,2006,pop,shadow heart fade things say scar change color open ways feel alive ways love things die night today make mean go away lose word baby late break eye start break heart survive touch shadow fade light today make mean go away lose word baby late come hold fear right life today make mean go away lose word baby late today make mean go away lose word baby late baby late baby late baby late,74
15575,anti-flag,this is the end (for you my friend),2006,pop,station sell tear magazine cash drive media machine products damage pursuit endless identity leave selfless witness anymore friend forgive forget sing songs war wage sing songs eye open mouth move speak blitzkrieg image break choke pill witness anymore friend forgive forget sing songs war wage sing songs witness anymore friend forgive forget friend forgive forget sing songs war wage sing songs,61
15578,taking back sunday,what's it feel like to be a ghost?,2006,pop,say little dream like listen bypass go straight neck study study nightly drag street buckle knees buckle knees feel like ghost louder louder feel like ghost quick painless sit perch tacky irrelevant permanent reminder study study nightly drag street buckle knees buckle feel like ghost louder louder feel like ghost say look closely like like look close months know right look closely like like feel like ghost louder louder feel like ghost,72
15580,incubus,love hurts,2006,pop,tonight drink youth hold fast truth wanna lose heart beat feat common cold wonder spell keep see real thing hurt good hurt feel like alive sing transcend things heart cause survive fetter abuse stand naked accuse surface oneman submarine want truth tonight drink youth lose wonder spell keep see real thing hurt good hurt feel like alive sing transcend things heart cause survive survive hurt good hurt feel like alive sing transcend things heart cause survive hurt hurt survive hurt hurt survive,82
15581,gotye,hearts a mess,2006,pop,pick apart piece heart peer inside thoughts occupy mind heart mess admit make sense desperate connect live like lose fear doubt distrust throw away heart burn cause get make easier easier difficult fair heart mess admit make sense desperate connect live like heart mess admit make sense desperate connect live like heart mess admit make sense desperate connect live like safe hurt stay chaste wanna waste,66
15583,yung joc,"i know you see it (feat. brandy ""ms. b"" hambrick)",2006,pop,eenie meeny miney girls club knowwww knowwww like eenie meeny miney players club knowwww knowwww yung drill play song throw couple ones throw away thongs bust open picture phone cologne jockin goin slap waitress booty tell round rain money grind fresh force ones button like clique fulla star fifth cars say need freak cause need yung eenie meeny miney girls club knowwww knowwww like know want chew like piece bubble knowwww knowwww eenie meeny miney players club knowwww knowww like know want chew butt like piece bubble knowwww knowwww type club real lay poppin plenty bottle smoke purp nigga real high slurp burp groupie hear singin song like lemme feel tongue lace step blow pussy face talk kush talk race choose little taste gotta house fulla madam bitch superstars gushy need yung stack deck snowflakes neck feet outfit complete know know stack deck flow mohawk blowin force glow know know eenie meeny miney girls club know know like know want chew like piece bubble know know like eenie meeny miney players club know know,174
15587,sonic youth,incinerate,2006,pop,rip heart chest replace grenade blast incinerate incinerate incinerate incinerate firefighters hose care burn fouralarm girl hear sirens come dose soul gasoline flick match brain incinerate incinerate incinerate incinerate firefighters nice remember cold flame lick feet sirens come misery wave torch eye flamethrower lover burn mind incinerate incinerate incinerate incinerate incinerate incinerate incinerate incinerate,54
15588,huey,"pop, lock & drop it",2006,pop,toot thang mami roll lock girl mama give baby girl lock drop maybe roll lock drop lock drop lock drop lock drop tonight change actin sadity stop actin clappin cause knowin feelin yeah cute shit head cause cutie pimpin prepured rockin skirt heel tall trickin bill tall peepin throwin lookin balla dough look color carmello skin smooth havin fantasy undacover freak probably think seein light face peepin chain tryin thurr freak yeah probably roll cause money pocket gotta lock drop gotta wouldn mind gotta talk tryin time balla pull stack slap ayyy lockin cock blockas mami space sweat club turnin hoolas cause shirt window wall mama showin thong broad freakin tellin ready roll tellin thinkin handle roll groovin speedin right stripteaser baby tease think trippin vision gettin clearer movin thang practice mirror doin dance say like lockin headstand roll leave leave roll right right lock drop aight roll leave leave roll right right lock drop aight trickin givin bounce roll maybe roll trickin givin bounce roll maybe roll lock drop lock drop lock drop lock drop girl neva mind neva mind thang girl neva lie girl neva mind neva mind thang girl neva lie,194
15590,juvenile,back that thang up,2006,pop,come stupids stewie come watch damn hair revenge plankton krabs sponge spongebob nice yeah spongebob thank thank squidward promotion thank eminem leader squidward eminem problem krabs doin spongebob turn party usher mila yeah good super good spear eminem spongebob spongebob altogether spongebob damn folks credit felt good timberlake thang clean edit juvenile mirror timberlake holy grail jayz timberlake,58
15609,billy talent,red flag,2006,pop,cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday see like mind kid thing weapons gun youth time tighten noose flag wave mean flag wave mean cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday like smallest pack like pawn checkmate attack crack build ladder wall afraid slip fall speak speak flag wave mean flag wave mean cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday like need water like jury need liar like riot need order like madman need martyr need need need need need need need need cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday cast crutch kill pain flag wave mean kid tomorrow need today live sin yesterday need need cast crutch kill pain need need flag wave mean need need kid tomorrow need today need need live sin yesterday need,197
15610,rise against,under the knife,2006,pop,inside tell reason step knees follow path resistance take face lead want feel things things worry fine want dream inside pain kill feel look awake inside sleep spend time alive barely believe think want feel things things worry fine want dream inside inside dream inside today start cause want feel things things worry fine want dream inside,57
15612,the cheetah girls,the party's just begun,2006,pop,start party groove celebrate crank music time tonight thinkin bout year long right move cheetah girls gonna world party cause know future dance feet touch floor celebrate wait party like ready like know little crazy today party begin everybody noise girls boys know goin belong young truth lookin good attitude turn party time shine cheetahs doin right party cause know future dance feet touch floor floor celebrate wait party like ready like know little crazy today party begin wanna finally everybody wanna celebrate celebrate party ready summer holiday holiday anticipate ahead yeah better know right know right acapella bring yeah come girls time chillin break yeah attitude groove get goodbye yesterday future lookin good yeah raise hand time party time dance party cause know future party dance feet touch floor touch floor celebrate wait party party like ready ready like know little crazy today party begin party cause know future dance feet touch floor yeah celebrate wait wait party like ready like know little crazy today party begin,168
15615,dashboard confessional,stolen,2006,pop,watch season pull stage catch weekend week gold glimmer replace soak season fade away steal heart steal heart invitation farewells crash best best ones clear liquor cloudy eye early goodnight steal heart steal heart ballroom floor celebration good stretch hibernation dream assure sleep sleep sleep sleep sleep steal steal steal heart watch spin highest heel best best ones look like feel steal steal steal heart,65
15616,daughtry,life after you,2006,pop,break spittin smoke road tryin home tell wrong know believe stop nothin start runnin life laughter long laughin thinkin matter life cause know life time talk night walk burn like iron mind high lyric commercial,35
15617,three days grace,on my own,2006,pop,walk think home memories long know lose soul long lie say say stand remember leave home forget life know forget leave home need away place like tell disgrace lie say say stand remember leave home forget life know forget leave home stand learn live life lie think say stand remember leave home forget life know forget leave home stand learn live life forget past know forget leave home,68
15618,the decemberists,the crane wife 3,2006,pop,boughs unbowed clothe snowy shroud heart harden boughs unbowed feather fell skin thread bare grow eye blind feather fell skin hang head hang head hang head hang head grey bitter rain cloud crane wing horizon grey bitter hang head hang head hang head hang head hang head hang head hang head hang head hang head hang head hang head hang head,61
15619,quietdrive,time after time,2006,pop,lie hear clock tick think catch circle confusion slow fall second hand unwind lose look time time fall catch wait time time time time time time picture walk ahead call hear say slow fall second hand unwind lose look time time fall catch wait time time picture fade darkness turn watch windows wonder okay slow fall drum beat time lose look time time fall catch wait time time lose look time time fall catch wait wait time time time time time time,82
15622,the cheetah girls,amigas cheetahs,2006,pop,matter come ohhh whoa amigas cheetahs friends life rhythm keep tight amigas cheetahs livin dream gonna come amigas better know gotta pour heart tell secrets let need help loose amigas cheetahs friends life friends life rhythm keep tight amigas cheetahs livin dream dream gonna come amigas kickin need give shoutout lose think understand right yeah naaaah naaahh naaaah naaahh naaaah naaahh go naaaah naaahh naaaah naaahh oooooohhhh yeah yeah yeah yeah friends life amigas cheetahs friends life friends life rhythm keep tight amigas cheetahs livin dream dream gonna come amigas stamos juntas estamos mundo donde somos musica believe know stand stand ohuhhu girls yeah vengan chicas uhhhh amigas cheetahs yeahyeah friends life oooh yeeaah rhythm keep tight keep tight amigas cheetahs oooh livin dream livin dream gonna come amigas amigas cheetahs oooh friends life rhythm yeayea keep tight amigas cheetahs livin dream livin dream gonna come amigas amigas cheetahs friends life kill papá rhythm keep tight amigas cheetahs livin dream vengan gonna come amigas,164
15630,akon,i wanna love you,2006,pop,konvict konvict music know upfront windin grindin floor know lookin know wanna know wanna know girl money fell grab coattail motel sale tell tell baby talk dogg tell picture flick baby stick stick pick pick double stick pussy right ridin pole doors tight shoot night cause pussy pussy baby pussy life windin grindin floor know lookin know wanna know wanna know girl lonely handful niggease cheese lookin tease tryna club mean spendin couple dub throwin bout stack rain like cause scrub know pedigree exdeala amphetamines girl spend money like mean thing windin grindin floor know lookin know wanna know wanna know girl mobbin club pressin sittin smoker section smokin bird clear view baby cool mood pussy rubbin touchin neck body movin humpin jumpin titties bouncin smilin grinnin lookin girl lookin ready caddy right patio caddy baby phatty type like wantin kinda scary cause love shake bouncin tippin glass normally catch fast thing windin grindin floor know lookin know wanna know wanna know windin grindin floor know lookin know wanna know wanna know girl girl,174
15633,daughtry,september,2006,pop,time pass away trouble give days spend lake go waste promise vanish things remember summer look years time memories remain middle september play rain lose gain reflect things clear leave fear find real days long summer move reach go yeah things remember summer look years time memories remain middle september play rain lose gain reflect things yeah know leave know know yeah know leave know know things remember summer look years time memories remain middle september play rain lose gain reflect things yeah yeah yeah,85
15634,beyoncé,ring the alarm,2006,pop,ring alarm long damn chick ring alarm long damn chick rockin chinchilla coat benz house coast damn go stone coupes bach roll profit teach damn tell feel know know female intuition tell people tell bout flame couldn smoke need answer accusations mean go choke stay gotta chick spend dough take toll story unfold picture perfect movie rockin chinchilla coat benz house coast damn go stone coupes bach roll profit teach damn ring alarm long damn chick ring alarm long damn chick tell feel belong think touch hate want want know like give come arrogant bold shit know time ring alarm cause see like cause rockin chinchilla coat benz house coast damn go stone coupes bach roll profit teach damn look things keep risk baby pay look things things things rockin chinchilla coat benz house coast damn go stone coupes bach roll profit teach damn,144
15638,petey pablo,show me the money,2006,pop,definitely wickedest thing hear life body dance floor workin twerkin tickin like clock like break break ready drink want slosh drink cheap blouse swallow change sound swap switch keep somethin background cause song background mama work player wanna spend money like spendin money body dance floor workin twerkin tickin like clock look good nothin hurtin silicon lipo botox dumpty dump natural today world mama bring world good lookin mama good athlete lose breath little bump south gonna need couple skirt fallin richter scale highest number shake like hell ought shame creator couldn look breakin ridin beat like jail body dance floor workin twerkin tickin like clock definitely wickedest thing hear life sippin patron ready want feel tomorrow deal tomorrow cause tonight feelin like wanna home,125
15642,thom yorke,black swan,2006,pop,grow crook straight gotta favour pack bag ticket train ticket train cause fuck fuck cause fuck fuck people crush like biscuit crumb lay bitumen try best happen happen fuck fuck fuck fuck blind spot blind spot obvious kickstart dead horse cross walk away care future hold cause right today finger touch black swan black swan fuck fuck black swan black swan spare part break fuck fuck fuck fuck black swan black swan spare part break,75
15645,daughtry,crawling back to you,2006,pop,lessons learn bridge burn grind late table turn burn alright close eye face surprise like crawl like say yeah swallow pride crawl yeah head longer knees think stronger like like say yeah crawl time heal scar hide feel hard forget leave hangin thread say regret yeah alright think face hard fake like crawl like say yeah swallow pride crawl yeah head longer knees think stronger like like say yeah crawl forgive know know lessons learn bridge burn grind late like crawl like say yeah swallow pride crawl yeah head longer knees think stronger like like say yeah crawl yeah crawl crawl crawl,102
15646,escape the fate,the guillotine,2006,pop,lock load mercenaries smoke hilltop march battle start adversaries bathe blood worst come reach covenant kill start kill machine spawn fight darkest hour need know gotta fight live fight pride need know weak survive gotta stay tonight dead promise leave warmest place head come fight dead promise leave blood grave smoke clear thousands destroy send signal salvation fight lock scope ready arm explosives spartans stand need know gotta fight live fight pride need know weak survive gotta stay tonight dead promise leave warmest place head come fight dead promise leave breath stay tonight dead promise leave warmest place head come fight dead promise leave charge rust gear seek destruction kill function charge rust gear seek destruction kill function charge rust gear seek destruction kill function charge rust gear,128
15648,rise against,behind closed doors,2006,pop,chair throw table topple hand arm break bottle stand run run point think miss raise fists smile cast sister brother time give hop lock open stumble stone unturned hurt feel earn line cross search change treason obligation stay alive break back survive break leave close doors bonfires burn like beacon guide lose weaken flame dance crash wave guide ship go astray time stop think better things talk circle place answer inch face obligation stay alive break back survive break leave close doors black eye break finger blood drip lips swell gum nonexistent instincts scream turn back bite tongue obligation stay alive break back survive break leave close doors obligation stay alive break back survive break leave close doors,118
15653,lloyd banks,hands up,2006,pop,hand party goin past quarter hand good hammer right hand know party crook gotta learn respect hand cool fame shit sweet look hand know puttin right leave outta come party tough talkin leave club scar come party bottle like free fore leave come party order whatchu want look come party feel good live sucka free soakin girl suckin mean world nuttin look miss grip mothafucker pose ridin plasma free ride gotta wouldn chick pump asthma busy faster tell bastard damn near chauvinist hand plastic cause wanna casket rule number light body stiff niggas party cruise strip whip ruger thousand dollar outfit stooge slip follow rule whip nigga care strip ferrari jewel sick need miss ight talk amuse prick news bricks nigga mansion swim pool piss cuddler fuck drool outta chick niggas icegrill face chain like know probably think bouncers door frisk regular shit everyday mentality charge battery,147
15656,the decemberists,o valencia!,2006,pop,belong gang break away hand heart families agree brother swear enemy shout star stone window window lay eye swear compromise felt caress skin soon betray sister give away father come unhinge stone window window blood warm grind swear star burn city hear shout brother call like fool shoot hard frame go limp arm oath die stone window window blood warm grind burn city blood gettin cold grind swear star burn city,71
15660,angels & airwaves,do it for me now,2006,pop,frighten night wind roar seep door like shit say lose hurt bone starve know close sure point suspense know favorite movie grab girl give hand say away torturous land cause grave hole give give give give trust like time kiss give scene pretend cool forgive know guess gonna wish kiss hold hand feel like know rain tear predictable come year sneak shore hand try try try try thief witch death steal heart curse breath thing willingly prove go fine know guess gonna wish kiss hold hand feel like know hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold,117
15661,breaking benjamin,topless,2006,pop,fruit vine meat bone know know face away knees fuck fuck feel dislocate safe space open wide open face away knees fuck fuck like like like face away knees fuck fuck,31
15663,regina spektor,samson,2006,pop,sweetest downfall love love beneath sheet paper lie truth hair long go hair leave head slice wonderbread go right history book forget bible mention lyric commercial,26
15666,new found glory,hold my hand,2006,pop,hair swing eye motor head turn want long time mind heart lesson learn know know smell like angels oughta smell look like ready hold hand want word line know wake grin eye know know smell like angels oughta smell look like ready hold hand want come hold hand hold hand hair swing eye word line tell time better know smell like angels oughta smell look like ready hold hand want come hold hand hold hand wanna come hold hand hold hand wanna come hold hand hold hand wanna,88
15667,ray lamontagne,three more days,2006,pop,days girl know come home darling days girl know come home darling know wrong home know wrong leave getcha good bring home bring home days girl know right baby days girl know right baby know wrong leave know wrong home getcha good bring home bring home gonna bring home home home say listen listen bringin home home home say listen listen listen gonna gonna gonna gonna gonna gonna,68
15669,three days grace,one x,2006,pop,think think depress wonder life death think like ones knock stand crowd life think better think stick mess sick wonder life death need figure ones knock stand crowd ones knock stand crowd life think better think stick mess sick wonder life death ones knock stand crowd ones knock stand crowd stand crowd stand crowd stand crowd crowd stand stand crowd stand crowd stand stand crowd ones stand crowd knock stand crowd ones stand crowd knock stand crowd stand crowd stand crowd stand crowd,83
15670,breaking benjamin,unknown soldier,2006,pop,borderline dead inside mind fall piece count violent begin feed sickness simplify dislocate enemy like dream black white leave world tonight fear everclear fight forever curious venomous climb heaven mind turn time fine leave like dream black white leave world tonight hold tight breathe breath life leave world hurt break bone hide hate inside leave world like dream black white leave world tonight hold tight breathe breath life leave world,70
15672,bullet for my valentine,all these things i hate (revolve around me),2006,pop,goodbye things happen know suppose like ignore miss yeah tear apart seam dream turn tear feel situation away safe place hide best place feel like yeah yeah things hate revolve yeah yeah snap tell lie straight honesty honesty things tell wanna hear wanna hear yeah yeah wear heart sleeve things hard believe feel situation away safe place hide best place feel like yeah yeah things hate revolve yeah yeah snap yeah yeah things hate revolve yeah yeah snap tear apart seam dream turn tear feel situation away safe place hide best place feel like best place yeah yeah things hate revolve yeah yeah snap yeah yeah things hate revolve yeah yeah snap,112
15673,this providence,my beautiful rescue,2006,pop,jump top build thrill fall ignore sound advice think consequence bone shatter pride shatter midst self inflict pain beautiful rescue fall single word withhold fall single word fall head heel dance top build lungs sing song leave bone shatter pride shatter trample pride tell world dance fall single word withhold fall single word fall head heel cry hand bloody hand open mouth sing fall single word withhold fall single word fall head heel dance top build,76
15677,p!nk,leave me alone (i'm lonely),2006,pop,away miss goodbye wanna kiss watch show drink beer believe spend goddamn room room tonight leave lonely lonely tire leave lonely lonely tonight wanna wanna shower fuckin hour taste sweet thing cut phone leave fuck tomorrow beg come home tonight leave lonely lonely tire leave lonely lonely tonight away come away come ways away come away come wish know difference away come away miss goodbye wanna kiss away miss goodbye wanna kiss away miss goodbye wanna kiss tonight leave lonely lonely tire leave lonely lonely tonight tonight leave lonely lonely tire leave lonely lonely tonight tonight away miss leave lonely lonely goodbye want kiss tire away miss leave lonely lonely goodbye wanna kiss tonight away miss goodbye wanna kiss,119
15680,taylor swift,a perfectly good heart,2006,pop,wanna break perfectly good heart wanna tear apart wanna scar wanna break perfectly good heart maybe see sign read write wall realize distance eye fall matter believe walk away sense wanna break perfectly good heart wanna tear apart wanna scar wanna break perfectly good heart unbroken anymore wanna break perfectly good heart wanna tear apart wanna scar wanna break perfectly good heart wanna break perfectly good heart wanna tear apart wanna scar wanna break perfectly good heart,77
15682,angels & airwaves,the war,2006,pop,ocean turn dark boat come beach stretch soldier arm gun begin believe want believe want tell tear head inside house lay like target deafen sound watch families useless body black blue gift believe want believe want tell tear head inside believe believe want tell tear head inside,47
15683,they might be giants,mickey mouse clubhouse theme,2006,pop,mouse mouse mouse clubhouse come inside inside mouse clubhouse roll present goofy hyuck pluto ruff ruff ruff right mouse clubhouse come inside inside mouse,24
15686,rise against,the good left undone,2006,pop,field grow weed feet bend direction wrap hand stem pull root give find miss know tell tell wrong point pass return felt cold rain come sleep long dream drown ocean long shore head follow voice shout inside hand petals brown dry fall grind late push finger earth return dirt live walk away know go feel burn point pass return felt cold rain come sleep long dream drown ocean long shore head follow voice shout sleep long dream drown ocean long shore head inside arm believe angels kind wing kind halos kind bring home home strange place follow voice shout,99
15688,cherish,unappreciated,2006,pop,feel unappreciated takin grant babe know things lately feel feel unappreciated wake morning face look yesterday feel want lately like invisable go wrong feel feel unappreciated takin grant babe know things lately feel feel unappreciated lately house home come shower go heart leave feet today anniversary word try hard baby feel feel unappreciated takin grant babe know things lately feel feel unappreciated think perfect see understand treat like truth want hear know miss pain come feel unappreciated feel unappreciated takin grant babe know things lately feel feel unappreciated heeey wooo hooo unapreciated feel unappreciated,94
15691,brand new,millstone,2006,pop,burn example original care care sure show sleep single stir cause father work tonight whoa ship fool sink stone neck breath wouldn pray like listen parent proud glue keep friends talk know person kiss fall asleep tonight whoa ship fool sink stone neck breath wouldn throw lifeline ship fool sink stone neck breath wouldn brake time save street anybody know think recognize sure hell pay mistake whoa whoa tonight whoa ship fool sink stone neck whoa breath wouldn save life tonight whoa ship fool sink stone neck whoa breath wouldn,90
15693,breaking benjamin,you,2006,pop,inside head lose leave come pass sleep dream path lose game play weak fall return defeat fade away wicked world leave dark prayer wound heart dark come life live breathe light forever lose time dream fee burn fall humankind everlasting light fade away wicked world leave dark prayer wound heart dark come life live breathe light forever lose time dream fee burn fall humankind everlasting light fade away wicked world leave dark prayer wound heart dark save selfish world save selfish world save selfish world save selfish world,88
15700,billy talent,fallen leaves,2006,pop,crook little lose fall leave fall leave fall leave grind hitch ride coast leave ghost search couldn home spare dime fine swear time crook little lose fall leave fall leave fall leave grind away drown streets beat fall leave fall leave fall leave grind get dark pigeon voice head soon vultures circle round dead crook little lose fall leave fall leave fall leave grind away drown streets beat fall leave fall leave fall leave grind think catch star sidewalks hide track mark leave best friends leave crook little lose fall leave fall leave fall leave grind away drown streets beat fall leave fall leave fall leave grind away drown fall leave fall leave fall leave grind away drown fall leave fall leave fall leave grind,125
15704,afi,love like winter,2006,pop,warn warmth turn away december like press lips sculpture surely stay like winter sugar blood blood bear want taste blood drink years years exhale vanilla lace barely dream yesterday yesterday read line mirror lipstick siempre say away face blood blood bear want taste blood drink years years like winter like winter winter blood blood bear want taste blood drink years years years,62
